[2016-01-05 02:30:40,479] Autoscaler health stat event receiver thread started
[2016-01-05 02:36:58,069] [max-check] [network-partition] south-east-asia [cluster-instance] rubis-8 [cluster] rubis.mysql.mysql.domain [partition] rubis-partition Activated member count: 0 Max member count 10
[2016-01-05 02:38:28,032] Running obsolete instances rule: [partition] rubis-partition [network-partition] south-east-asia [cluster] rubis.php.php.domain
[2016-01-05 02:38:28,032] Running minimum rule: [network-partition] south-east-asia [cluster-instance] rubis-8
[2016-01-05 02:38:28,035] [min-check] [network-partition] south-east-asia [cluster-instance] rubis-8 [cluster] rubis.php.php.domain Non terminated member count: 1
[2016-01-05 02:38:28,035] [obsolete-check] [network-partition] south-east-asia [partition] rubis-partition [cluster] rubis.php.php.domain Obsolete member count: 0
[2016-01-05 02:38:28,035] [min-check] [network-partition] south-east-asia [cluster-instance] rubis-8 [cluster] rubis.php.php.domain Minimum member count: 1
[2016-01-05 02:38:28,035] Running instances cleanup event sender rule: [partition] rubis-partition [network-partition] south-east-asia
[2016-01-05 02:38:28,035] [instance-cleanup-check] [network-partition] south-east-asia [partition] rubis-partition [cluster] rubis.php.php.domain Pending termination member count: 0
[2016-01-05 02:38:28,036] Running max rule: [network-partition] south-east-asia [cluster-instance] rubis-8
[2016-01-05 02:38:28,036] [max-check] [network-partition] south-east-asia [cluster-instance] rubis-8 [cluster] rubis.php.php.domain [partition] rubis-partition Activated member count: 1 Max member count 10
[2016-01-05 02:38:28,063] Running obsolete instances rule: [partition] rubis-partition [network-partition] south-east-asia [cluster] rubis.mysql.mysql.domain
[2016-01-05 02:38:28,064] Running minimum rule: [network-partition] south-east-asia [cluster-instance] rubis-8
[2016-01-05 02:38:28,064] [obsolete-check] [network-partition] south-east-asia [partition] rubis-partition [cluster] rubis.mysql.mysql.domain Obsolete member count: 0
[2016-01-05 02:38:28,064] [min-check] [network-partition] south-east-asia [cluster-instance] rubis-8 [cluster] rubis.mysql.mysql.domain Non terminated member count: 1
[2016-01-05 02:38:28,064] [min-check] [network-partition] south-east-asia [cluster-instance] rubis-8 [cluster] rubis.mysql.mysql.domain Minimum member count: 1
[2016-01-05 02:38:28,065] Running instances cleanup event sender rule: [partition] rubis-partition [network-partition] south-east-asia
[2016-01-05 02:38:28,065] [instance-cleanup-check] [network-partition] south-east-asia [partition] rubis-partition [cluster] rubis.mysql.mysql.domain Pending termination member count: 0
[2016-01-05 02:38:28,065] Running max rule: [network-partition] south-east-asia [cluster-instance] rubis-8
[2016-01-05 02:38:28,065] [max-check] [network-partition] south-east-asia [cluster-instance] rubis-8 [cluster] rubis.mysql.mysql.domain [partition] rubis-partition Activated member count: 0 Max member count 10
[2016-01-05 02:39:58,032] Running minimum rule: [network-partition] south-east-asia [cluster-instance] rubis-8
[2016-01-05 02:39:58,035] Running obsolete instances rule: [partition] rubis-partition [network-partition] south-east-asia [cluster] rubis.php.php.domain
[2016-01-05 02:39:58,035] [min-check] [network-partition] south-east-asia [cluster-instance] rubis-8 [cluster] rubis.php.php.domain Non terminated member count: 1
[2016-01-05 02:39:58,036] [obsolete-check] [network-partition] south-east-asia [partition] rubis-partition [cluster] rubis.php.php.domain Obsolete member count: 0
[2016-01-05 02:39:58,036] [min-check] [network-partition] south-east-asia [cluster-instance] rubis-8 [cluster] rubis.php.php.domain Minimum member count: 1
[2016-01-05 02:39:58,036] Running instances cleanup event sender rule: [partition] rubis-partition [network-partition] south-east-asia
[2016-01-05 02:39:58,036] [instance-cleanup-check] [network-partition] south-east-asia [partition] rubis-partition [cluster] rubis.php.php.domain Pending termination member count: 0
[2016-01-05 02:39:58,036] Running max rule: [network-partition] south-east-asia [cluster-instance] rubis-8
[2016-01-05 02:39:58,037] [max-check] [network-partition] south-east-asia [cluster-instance] rubis-8 [cluster] rubis.php.php.domain [partition] rubis-partition Activated member count: 1 Max member count 10
[2016-01-05 02:39:58,038] Running scale up rule: [network-partition] south-east-asia [cluster] rubis.php.php.domain
[2016-01-05 02:39:58,038] [scaling] [network-partition] south-east-asia [cluster] rubis.php.php.domain Algorithm name: one-after-another
[2016-01-05 02:39:58,041] HealthStatProc la rubis.php.php.domain rubis-8 27.75 -0.46597287 0.0066491454
[2016-01-05 02:39:58,041] HealthStatProc mc rubis.php.php.domain rubis-8 28.675 0.15088311 0.002878538
[2016-01-05 02:39:58,042] HealthStatProc rif rubis.php.php.domain rubis-8 23.222221 -0.10003835 0.008587983
[2016-01-05 02:39:58,042] HealthStatProc count rubis.php.php.domain rubis-8 1
[2016-01-05 02:39:58,044] [scaling] [cluster] rubis.php.php.domain RIF Resetted?: true
[2016-01-05 02:39:58,044] [scaling] [cluster] rubis.php.php.domain RIF predicted value: 23.126476837787777
[2016-01-05 02:39:58,044] [scaling] [cluster] rubis.php.php.domain RIF threshold: 100.0
[2016-01-05 02:39:58,045] [scaling] [cluster] rubis.php.php.domain MC predicted value: 28.825881958007812
[2016-01-05 02:39:58,045] [scaling] [cluster] rubis.php.php.domain MC threshold: 80.0
[2016-01-05 02:39:58,045] [scaling] [cluster] rubis.php.php.domain LA predicted value: 27.287351672304794
[2016-01-05 02:39:58,045] [scaling] [cluster] rubis.php.php.domain LA threshold: 80.0
[2016-01-05 02:39:58,046] [scaling] [cluster] rubis.php.php.domain Scale-up action: false
[2016-01-05 02:39:58,046] [scaling] [cluster] rubis.php.php.domain Scale-down action: true
[2016-01-05 02:39:58,049] HealthStatProc member rubis.php.php.domain16c2c4c2-be71-40c2-af2b-922506352023 1451961328099 27.75 -0.46597287 0.0066491454 28.675 0.15088311 0.0
[2016-01-05 02:39:58,049] [scaling] Number of required instances based on stats: 1 [active instances count] 1 [network-partition] south-east-asia [cluster] rubis.php.php.domain
[2016-01-05 02:39:58,051] [scale-down] Min is reached, hence not scaling down [cluster] rubis.php.php.domain [instance id]rubis-8
[2016-01-05 02:39:58,064] Running obsolete instances rule: [partition] rubis-partition [network-partition] south-east-asia [cluster] rubis.mysql.mysql.domain
[2016-01-05 02:39:58,064] Running minimum rule: [network-partition] south-east-asia [cluster-instance] rubis-8
[2016-01-05 02:39:58,067] [min-check] [network-partition] south-east-asia [cluster-instance] rubis-8 [cluster] rubis.mysql.mysql.domain Non terminated member count: 1
[2016-01-05 02:39:58,067] [obsolete-check] [network-partition] south-east-asia [partition] rubis-partition [cluster] rubis.mysql.mysql.domain Obsolete member count: 0
[2016-01-05 02:39:58,067] [min-check] [network-partition] south-east-asia [cluster-instance] rubis-8 [cluster] rubis.mysql.mysql.domain Minimum member count: 1
[2016-01-05 02:39:58,067] Running max rule: [network-partition] south-east-asia [cluster-instance] rubis-8
[2016-01-05 02:39:58,068] Running instances cleanup event sender rule: [partition] rubis-partition [network-partition] south-east-asia
[2016-01-05 02:39:58,068] [instance-cleanup-check] [network-partition] south-east-asia [partition] rubis-partition [cluster] rubis.mysql.mysql.domain Pending termination member count: 0
[2016-01-05 02:39:58,068] [max-check] [network-partition] south-east-asia [cluster-instance] rubis-8 [cluster] rubis.mysql.mysql.domain [partition] rubis-partition Activated member count: 1 Max member count 10
[2016-01-05 02:41:28,033] Running obsolete instances rule: [partition] rubis-partition [network-partition] south-east-asia [cluster] rubis.php.php.domain
[2016-01-05 02:41:28,033] Running minimum rule: [network-partition] south-east-asia [cluster-instance] rubis-8
[2016-01-05 02:41:28,034] [obsolete-check] [network-partition] south-east-asia [partition] rubis-partition [cluster] rubis.php.php.domain Obsolete member count: 0
[2016-01-05 02:41:28,035] Running instances cleanup event sender rule: [partition] rubis-partition [network-partition] south-east-asia
[2016-01-05 02:41:28,035] [instance-cleanup-check] [network-partition] south-east-asia [partition] rubis-partition [cluster] rubis.php.php.domain Pending termination member count: 0
[2016-01-05 02:41:28,035] [min-check] [network-partition] south-east-asia [cluster-instance] rubis-8 [cluster] rubis.php.php.domain Non terminated member count: 1
[2016-01-05 02:41:28,035] [min-check] [network-partition] south-east-asia [cluster-instance] rubis-8 [cluster] rubis.php.php.domain Minimum member count: 1
[2016-01-05 02:41:28,036] Running max rule: [network-partition] south-east-asia [cluster-instance] rubis-8
[2016-01-05 02:41:28,036] [max-check] [network-partition] south-east-asia [cluster-instance] rubis-8 [cluster] rubis.php.php.domain [partition] rubis-partition Activated member count: 1 Max member count 10
[2016-01-05 02:41:28,036] Running scale up rule: [network-partition] south-east-asia [cluster] rubis.php.php.domain
[2016-01-05 02:41:28,037] [scaling] [network-partition] south-east-asia [cluster] rubis.php.php.domain Algorithm name: one-after-another
[2016-01-05 02:41:28,037] HealthStatProc la rubis.php.php.domain rubis-8 3.75 -0.044397086 0.002217489
[2016-01-05 02:41:28,038] HealthStatProc mc rubis.php.php.domain rubis-8 20.95 -0.14207068 -4.4349782E-4
[2016-01-05 02:41:28,038] HealthStatProc rif rubis.php.php.domain rubis-8 0.0 0.0 0.0
[2016-01-05 02:41:28,038] HealthStatProc count rubis.php.php.domain rubis-8 1
[2016-01-05 02:41:28,038] [scaling] [cluster] rubis.php.php.domain RIF Resetted?: true
[2016-01-05 02:41:28,039] [scaling] [cluster] rubis.php.php.domain RIF predicted value: 0.0
[2016-01-05 02:41:28,039] [scaling] [cluster] rubis.php.php.domain RIF threshold: 100.0
[2016-01-05 02:41:28,039] [scaling] [cluster] rubis.php.php.domain MC predicted value: 20.80792999267578
[2016-01-05 02:41:28,039] [scaling] [cluster] rubis.php.php.domain MC threshold: 80.0
[2016-01-05 02:41:28,039] [scaling] [cluster] rubis.php.php.domain LA predicted value: 3.706711628823541
[2016-01-05 02:41:28,039] [scaling] [cluster] rubis.php.php.domain LA threshold: 80.0
[2016-01-05 02:41:28,039] [scaling] [cluster] rubis.php.php.domain Scale-up action: false
[2016-01-05 02:41:28,040] [scaling] [cluster] rubis.php.php.domain Scale-down action: true
[2016-01-05 02:41:28,040] HealthStatProc member rubis.php.php.domain16c2c4c2-be71-40c2-af2b-922506352023 1451961328099 3.75 -0.044397086 0.002217489 20.95 -0.14207068 0.0
[2016-01-05 02:41:28,040] [scaling] Number of required instances based on stats: 1 [active instances count] 1 [network-partition] south-east-asia [cluster] rubis.php.php.domain
[2016-01-05 02:41:28,041] [scale-down] Min is reached, hence not scaling down [cluster] rubis.php.php.domain [instance id]rubis-8
[2016-01-05 02:41:28,064] Running obsolete instances rule: [partition] rubis-partition [network-partition] south-east-asia [cluster] rubis.mysql.mysql.domain
[2016-01-05 02:41:28,065] Running minimum rule: [network-partition] south-east-asia [cluster-instance] rubis-8
[2016-01-05 02:41:28,067] [min-check] [network-partition] south-east-asia [cluster-instance] rubis-8 [cluster] rubis.mysql.mysql.domain Non terminated member count: 1
[2016-01-05 02:41:28,067] [obsolete-check] [network-partition] south-east-asia [partition] rubis-partition [cluster] rubis.mysql.mysql.domain Obsolete member count: 0
[2016-01-05 02:41:28,067] [min-check] [network-partition] south-east-asia [cluster-instance] rubis-8 [cluster] rubis.mysql.mysql.domain Minimum member count: 1
[2016-01-05 02:41:28,067] Running instances cleanup event sender rule: [partition] rubis-partition [network-partition] south-east-asia
[2016-01-05 02:41:28,067] [instance-cleanup-check] [network-partition] south-east-asia [partition] rubis-partition [cluster] rubis.mysql.mysql.domain Pending termination member count: 0
[2016-01-05 02:41:28,067] Running max rule: [network-partition] south-east-asia [cluster-instance] rubis-8
[2016-01-05 02:41:28,068] [max-check] [network-partition] south-east-asia [cluster-instance] rubis-8 [cluster] rubis.mysql.mysql.domain [partition] rubis-partition Activated member count: 1 Max member count 10
[2016-01-05 02:41:28,068] Running scale up rule: [network-partition] south-east-asia [cluster] rubis.mysql.mysql.domain
[2016-01-05 02:41:28,069] [scaling] [network-partition] south-east-asia [cluster] rubis.mysql.mysql.domain Algorithm name: one-after-another
[2016-01-05 02:41:28,070] HealthStatProc la rubis.mysql.mysql.domain rubis-8 552.25 -9.058212 0.14861135
[2016-01-05 02:41:28,070] HealthStatProc mc rubis.mysql.mysql.domain rubis-8 20.875 -0.0066604502 6.65424E-4
[2016-01-05 02:41:28,070] HealthStatProc rif rubis.mysql.mysql.domain rubis-8 0.0 0.0 0.0
[2016-01-05 02:41:28,070] HealthStatProc count rubis.mysql.mysql.domain rubis-8 1
[2016-01-05 02:41:28,071] [scaling] [cluster] rubis.mysql.mysql.domain RIF Resetted?: true
[2016-01-05 02:41:28,071] [scaling] [cluster] rubis.mysql.mysql.domain RIF predicted value: 0.0
[2016-01-05 02:41:28,071] [scaling] [cluster] rubis.mysql.mysql.domain RIF threshold: 100.0
[2016-01-05 02:41:28,071] [scaling] [cluster] rubis.mysql.mysql.domain MC predicted value: 20.86833953857422
[2016-01-05 02:41:28,071] [scaling] [cluster] rubis.mysql.mysql.domain MC threshold: 80.0
[2016-01-05 02:41:28,072] [scaling] [cluster] rubis.mysql.mysql.domain LA predicted value: 543.2660781368613
[2016-01-05 02:41:28,072] [scaling] [cluster] rubis.mysql.mysql.domain LA threshold: 80.0
[2016-01-05 02:41:28,072] [scaling] [cluster] rubis.mysql.mysql.domain Scale-up action: true
[2016-01-05 02:41:28,072] [scaling] [cluster] rubis.mysql.mysql.domain Scale-down action: false
[2016-01-05 02:41:28,072] HealthStatProc member rubis.mysql.mysql.domain0cc784a9-2022-41bd-8f4f-0f442f7ebc7e 1451961339189 552.25 -9.058212 0.14861135 20.875 -0.0066604502 0.0
[2016-01-05 02:41:28,073] [scaling] Number of required instances based on stats: 7 [active instances count] 1 [network-partition] south-east-asia [cluster] rubis.mysql.mysql.domain
[2016-01-05 02:41:28,074] [scale-up] Required member count based on stat based scaling is higher than max, hence notifying to parent for possible group scaling or app bursting. [cluster] rubis.mysql.mysql.domain [instance id]rubis-8 [max] 5 [number of required instances] 7 [additional instances to be created] 4
[2016-01-05 02:41:28,075] [scale-up]  [has scaling dependents] false [cluster] rubis.mysql.mysql.domain
[2016-01-05 02:41:28,076] Scaling decision publisher is not enabled
[2016-01-05 02:41:28,077] HealthStatProc + rubis.mysql.mysql.domain la
[2016-01-05 02:41:28,078] [scale-up] Partition available, hence trying to spawn an instance to scale up!  [application id] rubis [cluster] rubis.mysql.mysql.domain [instance id] rubis-8 [network-partition] south-east-asia [partition] rubis-partition scaleup due to RIF: false [rifPredictedValue] 0.0 [rifThreshold] 100.0 scaleup due to MC: false [mcPredictedValue] 20.86833953857422 [mcThreshold] 80.0 scaleup due to LA: true [laPredictedValue] 543.2660781368613 [laThreshold] 80.0
[2016-01-05 02:41:28,079] [scale-up]  [partition] rubis-partition [cluster] rubis.mysql.mysql.domain
[2016-01-05 02:41:28,153] HealthStatProc + rubis.mysql.mysql.domain la
[2016-01-05 02:41:28,154] [scale-up] Partition available, hence trying to spawn an instance to scale up!  [application id] rubis [cluster] rubis.mysql.mysql.domain [instance id] rubis-8 [network-partition] south-east-asia [partition] rubis-partition scaleup due to RIF: false [rifPredictedValue] 0.0 [rifThreshold] 100.0 scaleup due to MC: false [mcPredictedValue] 20.86833953857422 [mcThreshold] 80.0 scaleup due to LA: true [laPredictedValue] 543.2660781368613 [laThreshold] 80.0
[2016-01-05 02:41:28,154] [scale-up]  [partition] rubis-partition [cluster] rubis.mysql.mysql.domain
[2016-01-05 02:41:28,233] HealthStatProc + rubis.mysql.mysql.domain la
[2016-01-05 02:41:28,234] [scale-up] Partition available, hence trying to spawn an instance to scale up!  [application id] rubis [cluster] rubis.mysql.mysql.domain [instance id] rubis-8 [network-partition] south-east-asia [partition] rubis-partition scaleup due to RIF: false [rifPredictedValue] 0.0 [rifThreshold] 100.0 scaleup due to MC: false [mcPredictedValue] 20.86833953857422 [mcThreshold] 80.0 scaleup due to LA: true [laPredictedValue] 543.2660781368613 [laThreshold] 80.0
[2016-01-05 02:41:28,234] [scale-up]  [partition] rubis-partition [cluster] rubis.mysql.mysql.domain
[2016-01-05 02:41:28,283] HealthStatProc + rubis.mysql.mysql.domain la
[2016-01-05 02:41:28,284] [scale-up] Partition available, hence trying to spawn an instance to scale up!  [application id] rubis [cluster] rubis.mysql.mysql.domain [instance id] rubis-8 [network-partition] south-east-asia [partition] rubis-partition scaleup due to RIF: false [rifPredictedValue] 0.0 [rifThreshold] 100.0 scaleup due to MC: false [mcPredictedValue] 20.86833953857422 [mcThreshold] 80.0 scaleup due to LA: true [laPredictedValue] 543.2660781368613 [laThreshold] 80.0
[2016-01-05 02:41:28,284] [scale-up]  [partition] rubis-partition [cluster] rubis.mysql.mysql.domain
[2016-01-05 02:42:58,033] Running obsolete instances rule: [partition] rubis-partition [network-partition] south-east-asia [cluster] rubis.php.php.domain
[2016-01-05 02:42:58,033] Running minimum rule: [network-partition] south-east-asia [cluster-instance] rubis-8
[2016-01-05 02:42:58,034] [obsolete-check] [network-partition] south-east-asia [partition] rubis-partition [cluster] rubis.php.php.domain Obsolete member count: 0
[2016-01-05 02:42:58,034] [min-check] [network-partition] south-east-asia [cluster-instance] rubis-8 [cluster] rubis.php.php.domain Non terminated member count: 1
[2016-01-05 02:42:58,034] Running instances cleanup event sender rule: [partition] rubis-partition [network-partition] south-east-asia
[2016-01-05 02:42:58,034] [min-check] [network-partition] south-east-asia [cluster-instance] rubis-8 [cluster] rubis.php.php.domain Minimum member count: 1
[2016-01-05 02:42:58,034] [instance-cleanup-check] [network-partition] south-east-asia [partition] rubis-partition [cluster] rubis.php.php.domain Pending termination member count: 0
[2016-01-05 02:42:58,035] Running max rule: [network-partition] south-east-asia [cluster-instance] rubis-8
[2016-01-05 02:42:58,035] [max-check] [network-partition] south-east-asia [cluster-instance] rubis-8 [cluster] rubis.php.php.domain [partition] rubis-partition Activated member count: 1 Max member count 10
[2016-01-05 02:42:58,035] Running scale up rule: [network-partition] south-east-asia [cluster] rubis.php.php.domain
[2016-01-05 02:42:58,036] [scaling] [network-partition] south-east-asia [cluster] rubis.php.php.domain Algorithm name: one-after-another
[2016-01-05 02:42:58,036] HealthStatProc la rubis.php.php.domain rubis-8 1.5 -0.022201007 0.0
[2016-01-05 02:42:58,037] HealthStatProc mc rubis.php.php.domain rubis-8 14.4 -0.03552161 0.0035494007
[2016-01-05 02:42:58,037] HealthStatProc rif rubis.php.php.domain rubis-8 0.0 0.0 0.0
[2016-01-05 02:42:58,037] HealthStatProc count rubis.php.php.domain rubis-8 1
[2016-01-05 02:42:58,037] [scaling] [cluster] rubis.php.php.domain RIF Resetted?: true
[2016-01-05 02:42:58,037] [scaling] [cluster] rubis.php.php.domain RIF predicted value: 0.0
[2016-01-05 02:42:58,038] [scaling] [cluster] rubis.php.php.domain RIF threshold: 100.0
[2016-01-05 02:42:58,038] [scaling] [cluster] rubis.php.php.domain MC predicted value: 14.36447811126709
[2016-01-05 02:42:58,038] [scaling] [cluster] rubis.php.php.domain MC threshold: 80.0
[2016-01-05 02:42:58,038] [scaling] [cluster] rubis.php.php.domain LA predicted value: 1.4777989387512207
[2016-01-05 02:42:58,038] [scaling] [cluster] rubis.php.php.domain LA threshold: 80.0
[2016-01-05 02:42:58,038] [scaling] [cluster] rubis.php.php.domain Scale-up action: false
[2016-01-05 02:42:58,039] [scaling] [cluster] rubis.php.php.domain Scale-down action: true
[2016-01-05 02:42:58,039] HealthStatProc member rubis.php.php.domain16c2c4c2-be71-40c2-af2b-922506352023 1451961328099 1.5 -0.022201007 0.0 14.4 -0.03552161 0.0
[2016-01-05 02:42:58,039] [scaling] Number of required instances based on stats: 1 [active instances count] 1 [network-partition] south-east-asia [cluster] rubis.php.php.domain
[2016-01-05 02:42:58,040] [scale-down] Min is reached, hence not scaling down [cluster] rubis.php.php.domain [instance id]rubis-8
[2016-01-05 02:42:58,065] Running obsolete instances rule: [partition] rubis-partition [network-partition] south-east-asia [cluster] rubis.mysql.mysql.domain
[2016-01-05 02:42:58,067] [obsolete-check] [network-partition] south-east-asia [partition] rubis-partition [cluster] rubis.mysql.mysql.domain Obsolete member count: 0
[2016-01-05 02:42:58,067] Running instances cleanup event sender rule: [partition] rubis-partition [network-partition] south-east-asia
[2016-01-05 02:42:58,067] [instance-cleanup-check] [network-partition] south-east-asia [partition] rubis-partition [cluster] rubis.mysql.mysql.domain Pending termination member count: 0
[2016-01-05 02:42:58,068] Running minimum rule: [network-partition] south-east-asia [cluster-instance] rubis-8
[2016-01-05 02:42:58,068] [min-check] [network-partition] south-east-asia [cluster-instance] rubis-8 [cluster] rubis.mysql.mysql.domain Non terminated member count: 5
[2016-01-05 02:42:58,068] [min-check] [network-partition] south-east-asia [cluster-instance] rubis-8 [cluster] rubis.mysql.mysql.domain Minimum member count: 1
[2016-01-05 02:42:58,068] Running max rule: [network-partition] south-east-asia [cluster-instance] rubis-8
[2016-01-05 02:42:58,068] [max-check] [network-partition] south-east-asia [cluster-instance] rubis-8 [cluster] rubis.mysql.mysql.domain [partition] rubis-partition Activated member count: 1 Max member count 10
[2016-01-05 02:42:58,069] Running scale up rule: [network-partition] south-east-asia [cluster] rubis.mysql.mysql.domain
[2016-01-05 02:42:58,069] [scaling] [network-partition] south-east-asia [cluster] rubis.mysql.mysql.domain Algorithm name: one-after-another
[2016-01-05 02:42:58,070] HealthStatProc la rubis.mysql.mysql.domain rubis-8 202.75 -3.3302991 0.055453844
[2016-01-05 02:42:58,070] HealthStatProc mc rubis.mysql.mysql.domain rubis-8 19.35 -0.06438721 0.0
[2016-01-05 02:42:58,070] HealthStatProc rif rubis.mysql.mysql.domain rubis-8 0.0 0.0 0.0
[2016-01-05 02:42:58,070] HealthStatProc count rubis.mysql.mysql.domain rubis-8 1
[2016-01-05 02:42:58,071] [scaling] [cluster] rubis.mysql.mysql.domain RIF Resetted?: true
[2016-01-05 02:42:58,071] [scaling] [cluster] rubis.mysql.mysql.domain RIF predicted value: 0.0
[2016-01-05 02:42:58,071] [scaling] [cluster] rubis.mysql.mysql.domain RIF threshold: 100.0
[2016-01-05 02:42:58,071] [scaling] [cluster] rubis.mysql.mysql.domain MC predicted value: 3.857122802734375
[2016-01-05 02:42:58,071] [scaling] [cluster] rubis.mysql.mysql.domain MC threshold: 80.0
[2016-01-05 02:42:58,072] [scaling] [cluster] rubis.mysql.mysql.domain LA predicted value: 39.88948703482747
[2016-01-05 02:42:58,072] [scaling] [cluster] rubis.mysql.mysql.domain LA threshold: 80.0
[2016-01-05 02:42:58,072] [scaling] [cluster] rubis.mysql.mysql.domain Scale-up action: false
