79.03,87.56,89.87,72.75,85.39,93.8,87.69,97.94,88.78,95.91
87.56,89.87,72.75,85.39,93.8,87.69,97.94,88.78,95.91,96.43
89.87,72.75,85.39,93.8,87.69,97.94,88.78,95.91,96.43,98.2
72.75,85.39,93.8,87.69,97.94,88.78,95.91,96.43,98.2,99.74
85.39,93.8,87.69,97.94,88.78,95.91,96.43,98.2,99.74,99.49
93.8,87.69,97.94,88.78,95.91,96.43,98.2,99.74,99.49,100
87.69,97.94,88.78,95.91,96.43,98.2,99.74,99.49,100,100
97.94,88.78,95.91,96.43,98.2,99.74,99.49,100,100,99.74
88.78,95.91,96.43,98.2,99.74,99.49,100,100,99.74,100
95.91,96.43,98.2,99.74,99.49,100,100,99.74,100,98.96
96.43,98.2,99.74,99.49,100,100,99.74,100,98.96,99.49
98.2,99.74,99.49,100,100,99.74,100,98.96,99.49,100
99.74,99.49,100,100,99.74,100,98.96,99.49,100,98.97
99.49,100,100,99.74,100,98.96,99.49,100,98.97,99.74
100,100,99.74,100,98.96,99.49,100,98.97,99.74,98.97
100,99.74,100,98.96,99.49,100,98.97,99.74,98.97,100
99.74,100,98.96,99.49,100,98.97,99.74,98.97,100,99.74
100,98.96,99.49,100,98.97,99.74,98.97,100,99.74,100
98.96,99.49,100,98.97,99.74,98.97,100,99.74,100,98.45
99.49,100,98.97,99.74,98.97,100,99.74,100,98.45,100
100,98.97,99.74,98.97,100,99.74,100,98.45,100,100
98.97,99.74,98.97,100,99.74,100,98.45,100,100,98.72
99.74,98.97,100,99.74,100,98.45,100,100,98.72,89.26
98.97,100,99.74,100,98.45,100,100,98.72,89.26,72.7
100,99.74,100,98.45,100,100,98.72,89.26,72.7,66.32
99.74,100,98.45,100,100,98.72,89.26,72.7,66.32,68.84
100,98.45,100,100,98.72,89.26,72.7,66.32,68.84,72.19
98.45,100,100,98.72,89.26,72.7,66.32,68.84,72.19,50.39
100,100,98.72,89.26,72.7,66.32,68.84,72.19,50.39,24.62
100,98.72,89.26,72.7,66.32,68.84,72.19,50.39,24.62,19.18
98.72,89.26,72.7,66.32,68.84,72.19,50.39,24.62,19.18,20.2
89.26,72.7,66.32,68.84,72.19,50.39,24.62,19.18,20.2,18.83
72.7,66.32,68.84,72.19,50.39,24.62,19.18,20.2,18.83,17.6
66.32,68.84,72.19,50.39,24.62,19.18,20.2,18.83,17.6,22.05
68.84,72.19,50.39,24.62,19.18,20.2,18.83,17.6,22.05,18.51
72.19,50.39,24.62,19.18,20.2,18.83,17.6,22.05,18.51,20.76
50.39,24.62,19.18,20.2,18.83,17.6,22.05,18.51,20.76,18.62
24.62,19.18,20.2,18.83,17.6,22.05,18.51,20.76,18.62,22.96
19.18,20.2,18.83,17.6,22.05,18.51,20.76,18.62,22.96,19.29
20.2,18.83,17.6,22.05,18.51,20.76,18.62,22.96,19.29,19.69
18.83,17.6,22.05,18.51,20.76,18.62,22.96,19.29,19.69,20.88
17.6,22.05,18.51,20.76,18.62,22.96,19.29,19.69,20.88,22.14
22.05,18.51,20.76,18.62,22.96,19.29,19.69,20.88,22.14,27.55
18.51,20.76,18.62,22.96,19.29,19.69,20.88,22.14,27.55,19.59
20.76,18.62,22.96,19.29,19.69,20.88,22.14,27.55,19.59,19.49
18.62,22.96,19.29,19.69,20.88,22.14,27.55,19.59,19.49,20.57
22.96,19.29,19.69,20.88,22.14,27.55,19.59,19.49,20.57,19.44
19.29,19.69,20.88,22.14,27.55,19.59,19.49,20.57,19.44,17.6
19.69,20.88,22.14,27.55,19.59,19.49,20.57,19.44,17.6,23.04
20.88,22.14,27.55,19.59,19.49,20.57,19.44,17.6,23.04,19.54
22.14,27.55,19.59,19.49,20.57,19.44,17.6,23.04,19.54,15.74
27.55,19.59,19.49,20.57,19.44,17.6,23.04,19.54,15.74,18.16
19.59,19.49,20.57,19.44,17.6,23.04,19.54,15.74,18.16,22.08
19.49,20.57,19.44,17.6,23.04,19.54,15.74,18.16,22.08,11.59
20.57,19.44,17.6,23.04,19.54,15.74,18.16,22.08,11.59,18.88
19.44,17.6,23.04,19.54,15.74,18.16,22.08,11.59,18.88,17.05
17.6,23.04,19.54,15.74,18.16,22.08,11.59,18.88,17.05,20.46
23.04,19.54,15.74,18.16,22.08,11.59,18.88,17.05,20.46,18.78
19.54,15.74,18.16,22.08,11.59,18.88,17.05,20.46,18.78,18.13
15.74,18.16,22.08,11.59,18.88,17.05,20.46,18.78,18.13,18.11
18.16,22.08,11.59,18.88,17.05,20.46,18.78,18.13,18.11,16.46
22.08,11.59,18.88,17.05,20.46,18.78,18.13,18.11,16.46,10.63
11.59,18.88,17.05,20.46,18.78,18.13,18.11,16.46,10.63,21.43
18.88,17.05,20.46,18.78,18.13,18.11,16.46,10.63,21.43,18.62
17.05,20.46,18.78,18.13,18.11,16.46,10.63,21.43,18.62,18.62
20.46,18.78,18.13,18.11,16.46,10.63,21.43,18.62,18.62,16.97
18.78,18.13,18.11,16.46,10.63,21.43,18.62,18.62,16.97,19.34
18.13,18.11,16.46,10.63,21.43,18.62,18.62,16.97,19.34,24.68
18.11,16.46,10.63,21.43,18.62,18.62,16.97,19.34,24.68,15.23
16.46,10.63,21.43,18.62,18.62,16.97,19.34,24.68,15.23,18.41
10.63,21.43,18.62,18.62,16.97,19.34,24.68,15.23,18.41,10.35
21.43,18.62,18.62,16.97,19.34,24.68,15.23,18.41,10.35,19.54
18.62,18.62,16.97,19.34,24.68,15.23,18.41,10.35,19.54,20.61
18.62,16.97,19.34,24.68,15.23,18.41,10.35,19.54,20.61,16.45
16.97,19.34,24.68,15.23,18.41,10.35,19.54,20.61,16.45,16.92
19.34,24.68,15.23,18.41,10.35,19.54,20.61,16.45,16.92,18.51
24.68,15.23,18.41,10.35,19.54,20.61,16.45,16.92,18.51,14.94
15.23,18.41,10.35,19.54,20.61,16.45,16.92,18.51,14.94,17.35
18.41,10.35,19.54,20.61,16.45,16.92,18.51,14.94,17.35,21.72
10.35,19.54,20.61,16.45,16.92,18.51,14.94,17.35,21.72,21.43
19.54,20.61,16.45,16.92,18.51,14.94,17.35,21.72,21.43,19.59
20.61,16.45,16.92,18.51,14.94,17.35,21.72,21.43,19.59,18.39
16.45,16.92,18.51,14.94,17.35,21.72,21.43,19.59,18.39,17.18
16.92,18.51,14.94,17.35,21.72,21.43,19.59,18.39,17.18,14.03
18.51,14.94,17.35,21.72,21.43,19.59,18.39,17.18,14.03,19.13
14.94,17.35,21.72,21.43,19.59,18.39,17.18,14.03,19.13,16.71
17.35,21.72,21.43,19.59,18.39,17.18,14.03,19.13,16.71,18.97
21.72,21.43,19.59,18.39,17.18,14.03,19.13,16.71,18.97,22.56
21.43,19.59,18.39,17.18,14.03,19.13,16.71,18.97,22.56,20.36
19.59,18.39,17.18,14.03,19.13,16.71,18.97,22.56,20.36,16.79
18.39,17.18,14.03,19.13,16.71,18.97,22.56,20.36,16.79,11.59
17.18,14.03,19.13,16.71,18.97,22.56,20.36,16.79,11.59,15.9
14.03,19.13,16.71,18.97,22.56,20.36,16.79,11.59,15.9,22.19
19.13,16.71,18.97,22.56,20.36,16.79,11.59,15.9,22.19,22.62
16.71,18.97,22.56,20.36,16.79,11.59,15.9,22.19,22.62,19.23
18.97,22.56,20.36,16.79,11.59,15.9,22.19,22.62,19.23,18.11
22.56,20.36,16.79,11.59,15.9,22.19,22.62,19.23,18.11,17.35
20.36,16.79,11.59,15.9,22.19,22.62,19.23,18.11,17.35,18.72
16.79,11.59,15.9,22.19,22.62,19.23,18.11,17.35,18.72,21.23
11.59,15.9,22.19,22.62,19.23,18.11,17.35,18.72,21.23,15.82
15.9,22.19,22.62,19.23,18.11,17.35,18.72,21.23,15.82,16.11
22.19,22.62,19.23,18.11,17.35,18.72,21.23,15.82,16.11,15.01
22.62,19.23,18.11,17.35,18.72,21.23,15.82,16.11,15.01,20.05
19.23,18.11,17.35,18.72,21.23,15.82,16.11,15.01,20.05,17.13
18.11,17.35,18.72,21.23,15.82,16.11,15.01,20.05,17.13,19.02
17.35,18.72,21.23,15.82,16.11,15.01,20.05,17.13,19.02,17.04
18.72,21.23,15.82,16.11,15.01,20.05,17.13,19.02,17.04,17.39
21.23,15.82,16.11,15.01,20.05,17.13,19.02,17.04,17.39,17.31
15.82,16.11,15.01,20.05,17.13,19.02,17.04,17.39,17.31,19.75
16.11,15.01,20.05,17.13,19.02,17.04,17.39,17.31,19.75,21.48
15.01,20.05,17.13,19.02,17.04,17.39,17.31,19.75,21.48,21.83
20.05,17.13,19.02,17.04,17.39,17.31,19.75,21.48,21.83,11.28
17.13,19.02,17.04,17.39,17.31,19.75,21.48,21.83,11.28,20.25
19.02,17.04,17.39,17.31,19.75,21.48,21.83,11.28,20.25,22.22
17.04,17.39,17.31,19.75,21.48,21.83,11.28,20.25,22.22,17.51
17.39,17.31,19.75,21.48,21.83,11.28,20.25,22.22,17.51,21.94
17.31,19.75,21.48,21.83,11.28,20.25,22.22,17.51,21.94,17.51
19.75,21.48,21.83,11.28,20.25,22.22,17.51,21.94,17.51,15.38
21.48,21.83,11.28,20.25,22.22,17.51,21.94,17.51,15.38,17.69
21.83,11.28,20.25,22.22,17.51,21.94,17.51,15.38,17.69,20.92
11.28,20.25,22.22,17.51,21.94,17.51,15.38,17.69,20.92,24.05
20.25,22.22,17.51,21.94,17.51,15.38,17.69,20.92,24.05,14.62
22.22,17.51,21.94,17.51,15.38,17.69,20.92,24.05,14.62,19.02
17.51,21.94,17.51,15.38,17.69,20.92,24.05,14.62,19.02,19.28
21.94,17.51,15.38,17.69,20.92,24.05,14.62,19.02,19.28,17.54
17.51,15.38,17.69,20.92,24.05,14.62,19.02,19.28,17.54,13.89
15.38,17.69,20.92,24.05,14.62,19.02,19.28,17.54,13.89,12.76
17.69,20.92,24.05,14.62,19.02,19.28,17.54,13.89,12.76,19.07
20.92,24.05,14.62,19.02,19.28,17.54,13.89,12.76,19.07,25.58
24.05,14.62,19.02,19.28,17.54,13.89,12.76,19.07,25.58,22.9
14.62,19.02,19.28,17.54,13.89,12.76,19.07,25.58,22.9,20.2
19.02,19.28,17.54,13.89,12.76,19.07,25.58,22.9,20.2,21.34
19.28,17.54,13.89,12.76,19.07,25.58,22.9,20.2,21.34,17.18
17.54,13.89,12.76,19.07,25.58,22.9,20.2,21.34,17.18,16.92
13.89,12.76,19.07,25.58,22.9,20.2,21.34,17.18,16.92,22.31
12.76,19.07,25.58,22.9,20.2,21.34,17.18,16.92,22.31,18.43
19.07,25.58,22.9,20.2,21.34,17.18,16.92,22.31,18.43,18.32
25.58,22.9,20.2,21.34,17.18,16.92,22.31,18.43,18.32,13.01
22.9,20.2,21.34,17.18,16.92,22.31,18.43,18.32,13.01,17.05
20.2,21.34,17.18,16.92,22.31,18.43,18.32,13.01,17.05,20.73
21.34,17.18,16.92,22.31,18.43,18.32,13.01,17.05,20.73,15.19
17.18,16.92,22.31,18.43,18.32,13.01,17.05,20.73,15.19,18.83
16.92,22.31,18.43,18.32,13.01,17.05,20.73,15.19,18.83,20.87
22.31,18.43,18.32,13.01,17.05,20.73,15.19,18.83,20.87,20.67
18.43,18.32,13.01,17.05,20.73,15.19,18.83,20.87,20.67,16.46
18.32,13.01,17.05,20.73,15.19,18.83,20.87,20.67,16.46,23.21
13.01,17.05,20.73,15.19,18.83,20.87,20.67,16.46,23.21,17.69
17.05,20.73,15.19,18.83,20.87,20.67,16.46,23.21,17.69,16.54
20.73,15.19,18.83,20.87,20.67,16.46,23.21,17.69,16.54,17.51
15.19,18.83,20.87,20.67,16.46,23.21,17.69,16.54,17.51,21.39
18.83,20.87,20.67,16.46,23.21,17.69,16.54,17.51,21.39,17.88
20.87,20.67,16.46,23.21,17.69,16.54,17.51,21.39,17.88,20.05
20.67,16.46,23.21,17.69,16.54,17.51,21.39,17.88,20.05,22.9
16.46,23.21,17.69,16.54,17.51,21.39,17.88,20.05,22.9,13.28
23.21,17.69,16.54,17.51,21.39,17.88,20.05,22.9,13.28,19.44
17.69,16.54,17.51,21.39,17.88,20.05,22.9,13.28,19.44,19.02
16.54,17.51,21.39,17.88,20.05,22.9,13.28,19.44,19.02,18.37
17.51,21.39,17.88,20.05,22.9,13.28,19.44,19.02,18.37,19.79
21.39,17.88,20.05,22.9,13.28,19.44,19.02,18.37,19.79,20.77
17.88,20.05,22.9,13.28,19.44,19.02,18.37,19.79,20.77,20.41
20.05,22.9,13.28,19.44,19.02,18.37,19.79,20.77,20.41,21.57
22.9,13.28,19.44,19.02,18.37,19.79,20.77,20.41,21.57,12.24
13.28,19.44,19.02,18.37,19.79,20.77,20.41,21.57,12.24,21.34
19.44,19.02,18.37,19.79,20.77,20.41,21.57,12.24,21.34,16.75
19.02,18.37,19.79,20.77,20.41,21.57,12.24,21.34,16.75,19.34
18.37,19.79,20.77,20.41,21.57,12.24,21.34,16.75,19.34,17.69
19.79,20.77,20.41,21.57,12.24,21.34,16.75,19.34,17.69,17.09
20.77,20.41,21.57,12.24,21.34,16.75,19.34,17.69,17.09,18.78
20.41,21.57,12.24,21.34,16.75,19.34,17.69,17.09,18.78,18.41
21.57,12.24,21.34,16.75,19.34,17.69,17.09,18.78,18.41,15.56
12.24,21.34,16.75,19.34,17.69,17.09,18.78,18.41,15.56,18.11
21.34,16.75,19.34,17.69,17.09,18.78,18.41,15.56,18.11,18.41
16.75,19.34,17.69,17.09,18.78,18.41,15.56,18.11,18.41,20.81
19.34,17.69,17.09,18.78,18.41,15.56,18.11,18.41,20.81,15.25
17.69,17.09,18.78,18.41,15.56,18.11,18.41,20.81,15.25,20
17.09,18.78,18.41,15.56,18.11,18.41,20.81,15.25,20,22.42
18.78,18.41,15.56,18.11,18.41,20.81,15.25,20,22.42,18.37
18.41,15.56,18.11,18.41,20.81,15.25,20,22.42,18.37,20.93
15.56,18.11,18.41,20.81,15.25,20,22.42,18.37,20.93,17.44
18.11,18.41,20.81,15.25,20,22.42,18.37,20.93,17.44,19.9
18.41,20.81,15.25,20,22.42,18.37,20.93,17.44,19.9,19.85
20.81,15.25,20,22.42,18.37,20.93,17.44,19.9,19.85,19.9
15.25,20,22.42,18.37,20.93,17.44,19.9,19.85,19.9,22.08
20,22.42,18.37,20.93,17.44,19.9,19.85,19.9,22.08,15.38
22.42,18.37,20.93,17.44,19.9,19.85,19.9,22.08,15.38,18.21
18.37,20.93,17.44,19.9,19.85,19.9,22.08,15.38,18.21,23.21
20.93,17.44,19.9,19.85,19.9,22.08,15.38,18.21,23.21,13.42
17.44,19.9,19.85,19.9,22.08,15.38,18.21,23.21,13.42,19.95
19.9,19.85,19.9,22.08,15.38,18.21,23.21,13.42,19.95,14.4
19.85,19.9,22.08,15.38,18.21,23.21,13.42,19.95,14.4,18.67
19.9,22.08,15.38,18.21,23.21,13.42,19.95,14.4,18.67,17.95
22.08,15.38,18.21,23.21,13.42,19.95,14.4,18.67,17.95,17.09
15.38,18.21,23.21,13.42,19.95,14.4,18.67,17.95,17.09,19.07
18.21,23.21,13.42,19.95,14.4,18.67,17.95,17.09,19.07,18.81
23.21,13.42,19.95,14.4,18.67,17.95,17.09,19.07,18.81,19.7
13.42,19.95,14.4,18.67,17.95,17.09,19.07,18.81,19.7,15.72
19.95,14.4,18.67,17.95,17.09,19.07,18.81,19.7,15.72,17.74
14.4,18.67,17.95,17.09,19.07,18.81,19.7,15.72,17.74,19.34
18.67,17.95,17.09,19.07,18.81,19.7,15.72,17.74,19.34,24.04
17.95,17.09,19.07,18.81,19.7,15.72,17.74,19.34,24.04,18.58
17.09,19.07,18.81,19.7,15.72,17.74,19.34,24.04,18.58,18.67
19.07,18.81,19.7,15.72,17.74,19.34,24.04,18.58,18.67,15.95
18.81,19.7,15.72,17.74,19.34,24.04,18.58,18.67,15.95,19.49
19.7,15.72,17.74,19.34,24.04,18.58,18.67,15.95,19.49,16.41
15.72,17.74,19.34,24.04,18.58,18.67,15.95,19.49,16.41,16.28
17.74,19.34,24.04,18.58,18.67,15.95,19.49,16.41,16.28,16.33
19.34,24.04,18.58,18.67,15.95,19.49,16.41,16.28,16.33,21.59
24.04,18.58,18.67,15.95,19.49,16.41,16.28,16.33,21.59,16.71
18.58,18.67,15.95,19.49,16.41,16.28,16.33,21.59,16.71,18.67
18.67,15.95,19.49,16.41,16.28,16.33,21.59,16.71,18.67,14.39
15.95,19.49,16.41,16.28,16.33,21.59,16.71,18.67,14.39,20.05
19.49,16.41,16.28,16.33,21.59,16.71,18.67,14.39,20.05,19.28
16.41,16.28,16.33,21.59,16.71,18.67,14.39,20.05,19.28,17.74
16.28,16.33,21.59,16.71,18.67,14.39,20.05,19.28,17.74,18.02
16.33,21.59,16.71,18.67,14.39,20.05,19.28,17.74,18.02,19.13
21.59,16.71,18.67,14.39,20.05,19.28,17.74,18.02,19.13,15.74
16.71,18.67,14.39,20.05,19.28,17.74,18.02,19.13,15.74,16.92
18.67,14.39,20.05,19.28,17.74,18.02,19.13,15.74,16.92,16.03
14.39,20.05,19.28,17.74,18.02,19.13,15.74,16.92,16.03,16.41
20.05,19.28,17.74,18.02,19.13,15.74,16.92,16.03,16.41,18.41
19.28,17.74,18.02,19.13,15.74,16.92,16.03,16.41,18.41,18.67
17.74,18.02,19.13,15.74,16.92,16.03,16.41,18.41,18.67,18.97
18.02,19.13,15.74,16.92,16.03,16.41,18.41,18.67,18.97,17.35
19.13,15.74,16.92,16.03,16.41,18.41,18.67,18.97,17.35,16.12
15.74,16.92,16.03,16.41,18.41,18.67,18.97,17.35,16.12,16.33
16.92,16.03,16.41,18.41,18.67,18.97,17.35,16.12,16.33,15.09
16.03,16.41,18.41,18.67,18.97,17.35,16.12,16.33,15.09,18.88
16.41,18.41,18.67,18.97,17.35,16.12,16.33,15.09,18.88,15.19
18.41,18.67,18.97,17.35,16.12,16.33,15.09,18.88,15.19,16.45
18.67,18.97,17.35,16.12,16.33,15.09,18.88,15.19,16.45,18.62
18.97,17.35,16.12,16.33,15.09,18.88,15.19,16.45,18.62,17.18
17.35,16.12,16.33,15.09,18.88,15.19,16.45,18.62,17.18,15.42
16.12,16.33,15.09,18.88,15.19,16.45,18.62,17.18,15.42,16.97
16.33,15.09,18.88,15.19,16.45,18.62,17.18,15.42,16.97,14.76
15.09,18.88,15.19,16.45,18.62,17.18,15.42,16.97,14.76,17.81
18.88,15.19,16.45,18.62,17.18,15.42,16.97,14.76,17.81,14.47
15.19,16.45,18.62,17.18,15.42,16.97,14.76,17.81,14.47,18.73
16.45,18.62,17.18,15.42,16.97,14.76,17.81,14.47,18.73,17.05
18.62,17.18,15.42,16.97,14.76,17.81,14.47,18.73,17.05,16.67
17.18,15.42,16.97,14.76,17.81,14.47,18.73,17.05,16.67,16.2
15.42,16.97,14.76,17.81,14.47,18.73,17.05,16.67,16.2,18.11
16.97,14.76,17.81,14.47,18.73,17.05,16.67,16.2,18.11,14.58
14.76,17.81,14.47,18.73,17.05,16.67,16.2,18.11,14.58,18.27
17.81,14.47,18.73,17.05,16.67,16.2,18.11,14.58,18.27,15.01
14.47,18.73,17.05,16.67,16.2,18.11,14.58,18.27,15.01,13.08
18.73,17.05,16.67,16.2,18.11,14.58,18.27,15.01,13.08,19.49
17.05,16.67,16.2,18.11,14.58,18.27,15.01,13.08,19.49,17.69
16.67,16.2,18.11,14.58,18.27,15.01,13.08,19.49,17.69,14.5
16.2,18.11,14.58,18.27,15.01,13.08,19.49,17.69,14.5,25.83
18.11,14.58,18.27,15.01,13.08,19.49,17.69,14.5,25.83,21.43
14.58,18.27,15.01,13.08,19.49,17.69,14.5,25.83,21.43,16.71
18.27,15.01,13.08,19.49,17.69,14.5,25.83,21.43,16.71,18.78
15.01,13.08,19.49,17.69,14.5,25.83,21.43,16.71,18.78,20.1
13.08,19.49,17.69,14.5,25.83,21.43,16.71,18.78,20.1,13.92
19.49,17.69,14.5,25.83,21.43,16.71,18.78,20.1,13.92,13.1
17.69,14.5,25.83,21.43,16.71,18.78,20.1,13.92,13.1,13.74
14.5,25.83,21.43,16.71,18.78,20.1,13.92,13.1,13.74,17.42
25.83,21.43,16.71,18.78,20.1,13.92,13.1,13.74,17.42,17.5
21.43,16.71,18.78,20.1,13.92,13.1,13.74,17.42,17.5,18.97
16.71,18.78,20.1,13.92,13.1,13.74,17.42,17.5,18.97,22.34
18.78,20.1,13.92,13.1,13.74,17.42,17.5,18.97,22.34,19.18
20.1,13.92,13.1,13.74,17.42,17.5,18.97,22.34,19.18,22.34
13.92,13.1,13.74,17.42,17.5,18.97,22.34,19.18,22.34,17.17
13.1,13.74,17.42,17.5,18.97,22.34,19.18,22.34,17.17,16.41
13.74,17.42,17.5,18.97,22.34,19.18,22.34,17.17,16.41,20.05
17.42,17.5,18.97,22.34,19.18,22.34,17.17,16.41,20.05,13.04
17.5,18.97,22.34,19.18,22.34,17.17,16.41,20.05,13.04,17.6
18.97,22.34,19.18,22.34,17.17,16.41,20.05,13.04,17.6,16.04
22.34,19.18,22.34,17.17,16.41,20.05,13.04,17.6,16.04,15.86
19.18,22.34,17.17,16.41,20.05,13.04,17.6,16.04,15.86,19.95
22.34,17.17,16.41,20.05,13.04,17.6,16.04,15.86,19.95,14.5
17.17,16.41,20.05,13.04,17.6,16.04,15.86,19.95,14.5,16.54
16.41,20.05,13.04,17.6,16.04,15.86,19.95,14.5,16.54,18.93
20.05,13.04,17.6,16.04,15.86,19.95,14.5,16.54,18.93,15.66
13.04,17.6,16.04,15.86,19.95,14.5,16.54,18.93,15.66,14.87
17.6,16.04,15.86,19.95,14.5,16.54,18.93,15.66,14.87,19.69
16.04,15.86,19.95,14.5,16.54,18.93,15.66,14.87,19.69,18.58
15.86,19.95,14.5,16.54,18.93,15.66,14.87,19.69,18.58,16.54
19.95,14.5,16.54,18.93,15.66,14.87,19.69,18.58,16.54,13.04
14.5,16.54,18.93,15.66,14.87,19.69,18.58,16.54,13.04,15.48
16.54,18.93,15.66,14.87,19.69,18.58,16.54,13.04,15.48,14.43
18.93,15.66,14.87,19.69,18.58,16.54,13.04,15.48,14.43,14.65
15.66,14.87,19.69,18.58,16.54,13.04,15.48,14.43,14.65,14.14
14.87,19.69,18.58,16.54,13.04,15.48,14.43,14.65,14.14,14.5
19.69,18.58,16.54,13.04,15.48,14.43,14.65,14.14,14.5,14.21
18.58,16.54,13.04,15.48,14.43,14.65,14.14,14.5,14.21,12.56
16.54,13.04,15.48,14.43,14.65,14.14,14.5,14.21,12.56,15.01
13.04,15.48,14.43,14.65,14.14,14.5,14.21,12.56,15.01,13.71
15.48,14.43,14.65,14.14,14.5,14.21,12.56,15.01,13.71,11.99
14.43,14.65,14.14,14.5,14.21,12.56,15.01,13.71,11.99,11.99
14.65,14.14,14.5,14.21,12.56,15.01,13.71,11.99,11.99,12.72
14.14,14.5,14.21,12.56,15.01,13.71,11.99,11.99,12.72,13.13
14.5,14.21,12.56,15.01,13.71,11.99,11.99,12.72,13.13,10.91
14.21,12.56,15.01,13.71,11.99,11.99,12.72,13.13,10.91,10.97
12.56,15.01,13.71,11.99,11.99,12.72,13.13,10.91,10.97,10.58
15.01,13.71,11.99,11.99,12.72,13.13,10.91,10.97,10.58,12.89
13.71,11.99,11.99,12.72,13.13,10.91,10.97,10.58,12.89,10.03
11.99,11.99,12.72,13.13,10.91,10.97,10.58,12.89,10.03,11.06
11.99,12.72,13.13,10.91,10.97,10.58,12.89,10.03,11.06,11.48
12.72,13.13,10.91,10.97,10.58,12.89,10.03,11.06,11.48,10.5
13.13,10.91,10.97,10.58,12.89,10.03,11.06,11.48,10.5,12.09
10.91,10.97,10.58,12.89,10.03,11.06,11.48,10.5,12.09,8.88
10.97,10.58,12.89,10.03,11.06,11.48,10.5,12.09,8.88,8.12
10.58,12.89,10.03,11.06,11.48,10.5,12.09,8.88,8.12,8.18
12.89,10.03,11.06,11.48,10.5,12.09,8.88,8.12,8.18,11.59
10.03,11.06,11.48,10.5,12.09,8.88,8.12,8.18,11.59,7.36
11.06,11.48,10.5,12.09,8.88,8.12,8.18,11.59,7.36,7.5
11.48,10.5,12.09,8.88,8.12,8.18,11.59,7.36,7.5,6.63
10.5,12.09,8.88,8.12,8.18,11.59,7.36,7.5,6.63,6
12.09,8.88,8.12,8.18,11.59,7.36,7.5,6.63,6,6.3
8.88,8.12,8.18,11.59,7.36,7.5,6.63,6,6.3,5.5
8.12,8.18,11.59,7.36,7.5,6.63,6,6.3,5.5,4.76
8.18,11.59,7.36,7.5,6.63,6,6.3,5.5,4.76,5.04
11.59,7.36,7.5,6.63,6,6.3,5.5,4.76,5.04,6.03
7.36,7.5,6.63,6,6.3,5.5,4.76,5.04,6.03,4.51
7.5,6.63,6,6.3,5.5,4.76,5.04,6.03,4.51,3.27
6.63,6,6.3,5.5,4.76,5.04,6.03,4.51,3.27,6.27
6,6.3,5.5,4.76,5.04,6.03,4.51,3.27,6.27,4.52
